Name,OVR,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Preferred foot,Height,Weight,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Filip Gustafsson,54,52,54,33,31,47,33,25,39,47,42,30,58,53,37,53,57,63,54,55,42,52,52,51,56,55,53,41,58,53,Mediocampista,3,Right,181,76,0,0,0,0.0,0.0
Taha Habroune,54,65,61,48,43,50,34,44,58,51,43,52,59,55,56,58,70,64,50,59,54,54,43,52,48,46,42,50,49,45,Mediocampista,3,Right,182,76,0,0,0,0.0,0.0
Matthew Hall,54,24,29,4,5,35,9,6,14,22,13,12,25,18,12,11,37,25,41,15,28,12,12,7,11,14,51,16,62,27,Arquero,2,Right,195,82,55,48,46,56.0,61.0
Alexander Hidalgo,54,67,72,49,52,39,40,44,48,52,42,36,55,50,42,54,56,69,55,54,40,20,36,23,24,23,40,44,45,30,Mediocampista,2,Left,171,68,0,0,0,0.0,0.0
Akeel Higgins,54,83,83,52,53,47,49,46,52,43,40,38,42,36,40,54,71,76,50,55,45,20,48,21,25,19,61,59,53,36,Delantero,3,Right,188,74,0,0,0,0.0,0.0
Bertin Jacquesson,54,69,69,43,53,55,53,52,57,50,50,53,50,32,52,62,62,56,50,53,48,12,49,15,19,10,61,57,67,33,Delantero,2,Right,183,82,0,0,0,0.0,0.0
Noah James,54,32,17,6,5,38,9,5,11,38,14,10,18,16,13,9,30,42,41,12,33,14,14,9,11,11,47,27,52,19,Arquero,3,Right,195,78,57,54,51,51.0,57.0
William Kallenbach,54,69,68,52,53,56,33,41,50,42,46,38,49,39,42,55,62,74,56,57,40,38,37,33,25,29,37,46,44,55,Mediocampista,4,Right,176,67,0,0,0,0.0,0.0
Kim Tae Hun,54,31,27,10,6,41,5,10,15,30,13,13,26,25,12,10,38,36,35,10,24,9,15,10,11,13,47,21,51,23,Arquero,2,Right,189,82,56,56,55,51.0,58.0
Katia Kouyate,54,77,79,46,55,54,46,42,54,44,32,32,41,35,37,52,74,61,49,52,44,18,51,14,25,24,74,54,73,33,Delantero,4,Left,183,75,0,0,0,0.0,0.0
Jan Krzywański,54,30,36,7,6,44,7,7,16,32,14,11,25,30,12,5,34,38,48,12,33,12,12,6,11,8,52,32,60,19,Arquero,2,Right,189,85,54,55,59,49.0,55.0
Rohit Kumar,54,33,52,43,41,52,46,39,40,47,45,36,54,52,42,53,65,51,50,56,46,52,49,50,50,49,58,60,69,61,Mediocampista,3,Right,183,75,0,0,0,0.0,0.0
Hugo Lambotte,54,62,63,24,25,38,18,31,33,32,25,28,48,28,27,22,42,68,58,50,37,57,45,56,60,58,45,56,48,56,Defensor,3,Right,180,70,0,0,0,0.0,0.0
Jerry Lawrence,54,72,67,50,44,49,46,33,41,54,44,40,58,53,39,53,71,72,53,58,47,46,42,41,50,42,55,53,46,38,Mediocampista,4,Right,177,67,0,0,0,0.0,0.0
Lee Dong Won,54,75,72,54,41,48,45,46,42,53,47,42,46,43,49,57,68,70,56,57,50,46,38,40,49,47,57,61,64,38,Defensor,3,Right,180,66,0,0,0,0.0,0.0
Liang Shaowen,54,72,69,43,48,59,49,44,56,48,26,58,41,36,42,42,71,44,49,50,46,52,55,50,51,50,74,59,73,47,Defensor,2,Left,187,78,0,0,0,0.0,0.0
Liao Lei,54,68,67,45,30,25,26,28,33,38,50,26,43,29,29,52,65,62,51,55,43,50,45,42,50,51,57,54,62,46,Defensor,4,Left,180,74,0,0,0,0.0,0.0
Ben Lloyd,54,56,53,40,45,49,45,45,45,54,49,41,53,50,50,63,63,69,48,62,52,23,35,33,29,34,29,35,36,37,Mediocampista,3,Left,175,65,0,0,0,0.0,0.0
Francely Lomboto,54,79,80,51,51,52,45,46,50,40,52,35,49,42,43,54,55,52,46,52,49,24,38,21,29,20,56,54,58,30,Delantero,2,Left,196,79,0,0,0,0.0,0.0
Layton Love,54,58,66,52,54,63,51,53,53,39,32,41,42,27,38,45,45,41,49,48,44,23,53,25,28,21,61,62,68,51,Delantero,4,Right,193,85,0,0,0,0.0,0.0
Ma Sheng,54,62,65,25,19,32,16,22,38,33,24,21,29,27,20,22,44,56,47,26,35,55,48,57,60,61,58,60,67,45,Defensor,2,Right,183,80,0,0,0,0.0,0.0
Owen Mason,54,30,27,5,5,37,7,6,14,30,10,11,23,24,10,10,43,47,48,18,44,15,12,13,12,10,53,30,62,23,Arquero,2,Right,198,86,56,53,49,52.0,54.0
Benjamin Mazzeo,54,78,72,52,45,50,40,40,38,46,42,37,52,37,44,54,77,66,53,49,45,30,46,29,35,30,53,58,46,53,Mediocampista,3,Right,174,65,0,0,0,0.0,0.0
Ciaran McGuckin,54,55,53,56,61,53,52,38,62,50,32,29,44,28,40,48,51,51,50,47,50,10,55,12,12,12,60,57,61,33,Delantero,2,Right,188,70,0,0,0,0.0,0.0
Liam Möller,54,74,72,52,46,54,47,48,48,53,49,45,52,51,56,50,70,75,56,58,51,29,35,36,34,32,39,51,42,48,Mediocampista,4,Right,174,66,0,0,0,0.0,0.0
Devendra Murgaonkar,54,76,70,51,57,50,50,37,52,48,37,34,53,50,36,52,74,79,52,51,43,22,50,11,34,31,64,49,56,38,Delantero,3,Right,167,63,0,0,0,0.0,0.0
Mamour Ndiaye,54,16,22,8,8,41,9,5,16,32,12,11,29,19,13,10,38,23,45,17,31,9,13,6,10,13,46,22,57,24,Arquero,3,Right,190,82,54,53,55,55.0,56.0
Kitt Nelson,54,68,63,48,49,47,40,38,41,55,48,39,58,48,48,56,81,86,43,56,53,39,30,30,38,33,31,45,32,38,Mediocampista,3,Right,171,63,0,0,0,0.0,0.0
Alexander Nielsen,54,25,15,10,12,40,13,12,16,32,10,14,25,18,10,10,29,29,38,11,25,12,13,11,11,10,52,18,63,27,Arquero,3,Right,186,77,57,56,53,54.0,55.0
Niu Ziyi,54,67,57,46,29,22,26,27,37,38,46,29,40,31,35,52,63,54,50,43,37,53,45,52,54,57,60,67,70,61,Defensor,3,Right,183,79,0,0,0,0.0,0.0
Oh Hoo Sung,54,70,75,57,54,58,49,38,39,52,45,42,55,61,45,56,73,80,50,52,56,29,45,42,43,45,40,61,34,46,Delantero,4,Right,173,64,0,0,0,0.0,0.0
Nicolas Ortegel,54,23,22,6,5,39,5,6,15,30,14,12,20,15,11,8,32,22,40,14,23,10,11,9,12,13,43,25,50,28,Arquero,2,Right,193,88,56,55,52,50.0,56.0
Sander Østraat,54,46,48,5,5,39,9,7,16,30,12,11,22,20,10,6,45,42,42,20,35,13,10,7,10,11,51,21,52,15,Arquero,3,Right,191,80,55,53,52,53.0,56.0
Sahil Panwar,54,66,57,45,28,53,42,34,34,39,47,26,45,40,40,43,54,48,48,43,39,52,45,52,56,50,72,62,72,82,Defensor,2,Left,179,67,0,0,0,0.0,0.0
Park Kyung Bae,54,61,53,56,57,52,48,38,59,43,34,35,49,36,40,55,56,62,55,49,49,23,51,22,22,25,59,55,60,51,Delantero,3,Right,182,70,0,0,0,0.0,0.0
Leander Popp,54,70,70,55,54,52,51,39,59,42,31,38,51,26,31,46,58,64,51,54,51,21,56,14,14,12,62,56,55,39,Delantero,3,Right,180,70,0,0,0,0.0,0.0
Hmingthanmawia Ralte,54,49,56,28,24,31,29,25,34,36,31,21,41,37,40,28,34,59,45,39,46,51,51,52,56,54,63,69,77,57,Defensor,2,Right,178,69,0,0,0,0.0,0.0
Jayesh Rane,54,62,69,51,46,56,53,48,42,49,50,39,58,55,53,59,81,68,50,55,51,49,37,54,43,49,52,72,68,43,Mediocampista,4,Right,175,68,0,0,0,0.0,0.0
Justin Reynolds,54,62,57,53,28,20,29,28,36,31,42,27,49,49,31,49,57,72,50,55,36,50,44,45,59,57,46,50,54,53,Defensor,2,Right,175,75,0,0,0,0.0,0.0
Brian Romero,54,66,68,55,46,60,34,41,45,56,49,30,49,38,44,60,56,81,42,54,49,15,35,16,28,28,33,41,37,34,Mediocampista,3,Right,170,63,0,0,0,0.0,0.0
Maxime Rouiller,54,28,15,4,7,40,6,5,14,35,11,12,24,21,10,7,39,36,48,12,36,8,12,6,11,11,53,16,64,19,Arquero,2,Right,187,77,54,53,53,54.0,53.0
Alan Rybak,54,65,66,51,57,56,55,49,55,39,28,41,45,28,53,57,71,51,55,56,52,23,49,21,19,11,39,40,32,35,Delantero,2,Right,175,68,0,0,0,0.0,0.0
Sai Sachdev,54,71,69,46,29,27,25,29,39,34,48,29,37,31,32,56,67,60,50,40,39,53,39,44,55,53,52,63,57,52,Defensor,2,Right,185,72,0,0,0,0.0,0.0
Matteo Salamon,54,33,22,4,9,40,8,6,17,24,12,10,20,23,12,13,27,26,49,14,28,9,10,8,10,10,51,18,59,22,Arquero,2,Right,193,86,55,52,53,52.0,54.0
Lucas Salinas,54,40,33,8,19,45,23,11,39,50,22,30,22,33,25,25,45,55,50,30,39,21,28,11,10,9,60,26,60,34,Arquero,3,Right,180,75,50,61,60,49.0,51.0
Elias Scherf,54,23,29,6,5,44,8,7,15,36,13,13,23,29,10,5,33,38,45,15,35,11,11,8,12,11,35,19,43,24,Arquero,4,Right,186,77,57,54,58,52.0,54.0
Parag Shrivas,54,53,55,46,27,29,24,24,39,39,49,29,45,37,34,46,53,55,51,37,37,52,42,54,56,55,63,61,73,59,Defensor,4,Right,180,73,0,0,0,0.0,0.0
Jiteshwor Singh,54,33,41,43,35,47,32,27,44,50,25,39,60,55,35,54,59,70,56,55,43,52,40,51,51,50,34,48,43,59,Mediocampista,3,Right,174,68,0,0,0,0.0,0.0
Harrison Sohna,54,69,64,41,37,46,43,32,43,58,44,48,56,54,42,56,79,73,49,55,54,52,42,51,48,46,43,66,48,55,Mediocampista,3,Right,178,73,0,0,0,0.0,0.0
Christ Souanga,54,65,66,41,27,22,25,26,40,39,39,32,27,24,32,56,53,68,58,40,35,54,40,54,59,55,41,61,48,53,Defensor,3,Left,180,70,0,0,0,0.0,0.0
Luke Supyk,54,74,78,59,52,56,42,40,59,41,40,49,45,38,49,52,57,63,50,52,55,32,46,26,27,21,62,64,64,49,Delantero,2,Right,181,75,0,0,0,0.0,0.0
Sachin Suresh,54,18,29,5,7,41,7,9,18,38,14,10,30,29,13,6,24,42,36,14,42,10,14,8,11,13,47,27,58,24,Arquero,3,Right,184,75,58,56,55,54.0,51.0
Sima Suso,54,63,59,40,31,56,31,28,47,47,41,38,60,49,34,54,53,48,55,53,44,50,56,46,53,54,69,49,71,55,Mediocampista,3,Left,190,81,0,0,0,0.0,0.0
Tang Chuang,54,57,66,46,57,55,53,39,64,43,26,28,42,28,37,53,56,48,49,51,43,19,57,18,16,15,68,53,74,34,Delantero,2,Right,188,85,0,0,0,0.0,0.0
Frankie Terry,54,65,68,24,18,34,20,23,38,28,32,29,41,33,26,39,59,62,51,43,49,53,50,53,55,51,63,61,70,55,Defensor,2,Left,183,73,0,0,0,0.0,0.0
Rejan Thaçi,54,67,66,38,30,33,28,25,35,37,44,28,43,36,31,49,59,62,52,37,38,52,41,49,59,55,53,56,63,44,Defensor,3,Left,181,77,0,0,0,0.0,0.0
David Tufekcic,54,70,67,51,53,59,42,41,52,52,49,46,53,46,46,55,67,66,42,52,50,32,38,35,38,38,41,37,45,42,Delantero,2,Left,176,70,0,0,0,0.0,0.0
Felipe Valencia,54,70,70,53,50,56,50,41,50,50,55,32,41,42,37,57,77,78,49,55,51,24,34,21,20,22,33,32,34,28,Mediocampista,3,Right,175,63,0,0,0,0.0,0.0
Isak Hagen Aalberg,53,53,51,34,19,44,20,26,40,32,28,24,52,42,28,41,42,36,48,42,47,53,50,54,54,48,61,33,71,48,Defensor,2,Left,191,81,0,0,0,0.0,0.0
Merdanjan Abduklim,53,68,71,45,48,57,37,47,47,48,57,31,55,48,46,47,55,78,37,49,43,20,32,21,25,23,46,54,56,26,Mediocampista,3,Right,184,72,0,0,0,0.0,0.0
Johan Persson Åhstedt,53,58,51,58,30,34,35,25,38,46,55,27,45,40,35,58,57,67,46,58,42,49,42,45,53,50,42,63,52,50,Defensor,3,Left,180,72,0,0,0,0.0,0.0
Matai Akinmboni,53,57,51,26,21,35,23,27,30,30,27,29,44,42,25,27,50,50,46,45,38,53,50,51,57,54,59,56,67,48,Defensor,2,Left,190,77,0,0,0,0.0,0.0
Rayan Al Bloushi,53,74,77,52,54,47,49,41,57,49,36,36,46,38,39,52,60,74,48,53,48,21,50,19,18,20,65,58,61,44,Delantero,3,Right,177,68,0,0,0,0.0,0.0
Leander Næss Alvheim,53,59,64,57,55,55,49,38,45,42,26,32,50,34,32,47,62,37,44,50,48,18,53,22,20,18,56,51,59,46,Delantero,2,Right,193,76,0,0,0,0.0,0.0
Joel Anker,53,64,62,45,46,49,50,44,43,51,47,51,59,58,53,50,66,81,47,52,49,31,37,33,47,44,32,46,35,44,Mediocampista,3,Right,168,61,0,0,0,0.0,0.0
Luca Nicolae Banu,53,51,53,35,38,42,41,39,40,49,38,41,54,52,42,49,58,64,56,50,51,49,49,50,56,52,49,54,57,48,Mediocampista,3,Right,178,71,0,0,0,0.0,0.0
Adam Beaudry,53,24,24,4,5,42,8,6,15,36,14,12,16,28,14,9,39,39,45,15,27,7,14,8,14,14,44,27,52,18,Arquero,2,Right,188,70,55,53,56,49.0,53.0
Federico Bonini,53,59,51,29,21,33,25,28,38,28,23,29,48,26,27,24,41,57,42,42,46,56,52,51,56,59,55,54,56,45,Defensor,2,Left,185,76,0,0,0,0.0,0.0
Matt Boylan,53,28,23,10,10,40,10,10,14,40,13,13,22,18,12,13,24,45,37,19,22,12,13,10,13,13,34,15,33,21,Arquero,3,Right,185,76,57,56,53,50.0,54.0
Noah Brdar,53,24,25,4,9,41,6,8,15,23,12,11,17,16,13,11,24,27,36,19,25,11,11,10,13,13,60,18,60,23,Arquero,2,Right,190,83,58,54,55,52.0,52.0
Isak Brusberg,53,59,61,55,54,48,49,40,55,57,36,30,57,55,34,55,59,56,49,56,52,21,59,22,38,32,63,59,62,53,Mediocampista,3,Right,188,78,0,0,0,0.0,0.0
Andrew Buah,53,67,75,46,53,58,44,47,50,32,42,29,41,38,39,46,51,52,52,47,51,25,54,20,27,18,64,52,67,36,Delantero,2,Right,188,69,0,0,0,0.0,0.0
Pietro Candelari,53,56,54,51,44,53,37,29,50,52,46,38,56,55,44,59,58,57,58,57,47,52,48,41,48,49,39,46,44,51,Mediocampista,3,Right,178,73,0,0,0,0.0,0.0
Choi Kang Min,53,61,68,45,33,45,38,42,45,54,44,43,58,55,46,53,70,70,50,57,50,40,42,45,49,46,50,68,60,42,Defensor,3,Right,176,70,0,0,0,0.0,0.0
Charlie Cummins,53,63,61,47,38,52,35,35,42,45,39,34,62,57,38,53,60,58,51,51,41,54,49,39,51,47,62,61,71,59,Mediocampista,3,Right,188,82,0,0,0,0.0,0.0
James Dadge,53,27,22,6,8,43,7,6,11,50,14,14,26,28,15,9,37,36,50,15,30,11,11,9,10,11,35,20,42,45,Arquero,3,Right,188,79,51,50,57,53.0,55.0
John Paul Dembe,53,68,70,51,53,51,49,34,60,43,27,28,40,31,32,50,56,60,51,54,48,13,55,11,11,10,66,56,65,30,Delantero,3,Right,191,82,0,0,0,0.0,0.0
Dong Hang,53,18,23,11,9,43,10,15,13,34,15,11,28,23,12,10,22,34,41,13,35,15,12,16,16,15,46,38,56,23,Arquero,3,Right,185,82,56,53,57,51.0,54.0
Justin Duda,53,28,29,7,9,34,7,6,16,21,12,11,18,27,14,8,32,29,36,11,21,13,14,5,12,13,50,17,58,27,Arquero,3,Right,193,90,53,56,45,54.0,54.0
Sean Dulic,53,64,66,21,21,36,23,22,34,24,39,31,51,34,28,26,47,56,44,51,50,53,53,50,59,57,58,55,59,40,Defensor,3,Right,187,82,0,0,0,0.0,0.0
Connor Evans,53,77,76,54,55,48,45,49,48,39,35,34,42,34,44,50,71,70,48,54,44,28,47,33,24,18,54,51,47,47,Delantero,3,Right,180,73,0,0,0,0.0,0.0
David Ezeh,53,72,74,50,52,55,45,48,52,48,35,40,53,46,47,54,69,65,48,55,50,19,48,18,24,21,54,56,51,46,Delantero,2,Right,187,82,0,0,0,0.0,0.0
Sonny Finch,53,55,51,52,58,55,52,50,58,49,29,43,47,38,44,51,51,71,51,53,47,11,57,20,18,16,42,48,33,35,Delantero,3,Right,180,63,0,0,0,0.0,0.0
Baran Ali Gezek,53,55,38,47,45,49,44,51,50,54,49,49,58,55,56,59,57,72,43,60,57,38,44,39,49,48,32,47,39,40,Mediocampista,3,Right,170,65,0,0,0,0.0,0.0
Luey Giles,53,66,64,48,28,26,30,30,38,34,47,30,33,26,33,54,57,71,57,36,38,52,38,46,55,56,44,56,52,56,Defensor,3,Left,176,72,0,0,0,0.0,0.0
Daníel Tristan Guðjohnsen,53,65,72,51,51,48,49,40,58,47,33,49,46,40,44,55,71,52,54,56,55,18,46,16,10,14,59,60,70,45,Delantero,3,Right,188,78,0,0,0,0.0,0.0
Bret Halsey,53,68,66,42,21,23,21,23,31,32,39,32,50,47,26,49,63,75,45,46,39,53,36,48,53,53,41,57,49,51,Defensor,3,Right,175,68,0,0,0,0.0,0.0
Semboi Haokip,53,64,67,42,55,56,49,56,53,44,31,42,42,39,38,54,64,55,49,49,43,15,47,22,18,16,65,33,76,49,Delantero,3,Right,181,79,0,0,0,0.0,0.0
Nathan Harness,53,23,17,9,8,38,5,10,14,40,15,15,19,30,12,11,35,20,49,15,26,15,12,7,11,15,35,21,43,20,Arquero,3,Right,185,76,56,52,50,50.0,50.0
Stuart Hawkins,53,54,53,22,20,34,23,24,31,33,24,22,47,40,23,38,46,50,46,36,42,46,65,51,55,53,65,59,63,44,Defensor,2,Right,189,72,0,0,0,0.0,0.0
He Longhai,53,71,72,51,50,56,44,44,55,51,52,49,57,51,50,59,78,82,55,53,52,33,41,43,54,53,52,53,55,48,Delantero,3,Right,171,65,0,0,0,0.0,0.0
Hannes Hermann,53,28,18,4,7,42,9,6,16,23,10,10,22,19,10,10,22,32,37,18,19,9,10,8,10,13,36,19,43,16,Arquero,3,Right,189,77,51,57,56,51.0,58.0
Bailey Hobson,53,70,68,53,42,45,42,41,45,53,44,38,56,55,41,51,63,65,43,52,52,37,41,39,42,41,47,61,54,55,Mediocampista,2,Right,179,75,0,0,0,0.0,0.0
Hong Jae Seok,53,54,49,39,36,39,40,32,30,37,35,35,54,48,36,48,41,42,49,46,44,53,53,48,55,49,62,55,71,55,Mediocampista,3,Right,188,90,0,0,0,0.0,0.0
Brooklyn Ilunga,53,80,75,45,48,52,46,41,45,44,55,35,50,40,40,55,52,78,52,53,47,45,39,48,50,44,59,40,60,47,Defensor,4,Left,177,67,0,0,0,0.0,0.0
Joshua Inserra,53,48,56,27,16,49,20,27,34,41,27,23,50,44,22,38,43,40,47,46,53,53,51,53,55,53,47,56,51,60,Defensor,2,Right,180,78,0,0,0,0.0,0.0
Mohammed Irshad,53,52,49,40,45,45,37,32,39,40,48,37,52,51,34,48,59,65,42,50,40,49,52,47,49,49,68,72,83,69,Mediocampista,3,Right,176,79,0,0,0,0.0,0.0
Sigge Jansson,53,60,57,38,31,40,26,30,43,50,45,35,57,58,40,53,54,62,53,54,54,48,54,44,55,51,50,44,49,55,Mediocampista,3,Right,184,70,0,0,0,0.0,0.0
Bartłomiej Jelonek,53,19,24,6,5,40,7,7,16,37,11,13,27,17,13,10,35,43,40,11,22,11,12,9,12,13,50,17,64,28,Arquero,2,Right,185,81,50,54,53,59.0,51.0
Jonas Karner,53,55,64,45,46,57,38,43,46,52,48,47,55,48,44,58,51,75,56,56,55,24,37,33,29,42,36,47,47,46,Mediocampista,3,Right,175,70,0,0,0,0.0,0.0
Alby Kelly-Heald,53,20,31,8,5,40,6,6,15,35,10,10,26,26,14,7,36,24,49,17,39,6,14,7,10,13,47,26,58,16,Arquero,2,Right,196,83,56,52,53,49.0,52.0
Imran Khan,53,68,60,42,45,45,46,38,41,47,45,40,54,53,45,54,66,66,55,55,40,48,47,43,54,52,51,50,51,61,Mediocampista,3,Right,170,62,0,0,0,0.0,0.0
Kim Jeong Hyun,53,61,63,46,49,53,43,42,46,53,47,46,53,45,45,56,61,63,56,58,45,32,35,38,36,32,42,54,52,45,Mediocampista,3,Right,176,70,0,0,0,0.0,0.0
Kim Hyeon Woo,53,58,59,54,62,53,51,40,57,49,45,32,50,40,50,55,60,68,47,52,45,14,51,16,13,15,51,57,51,34,Delantero,3,Right,180,69,0,0,0,0.0,0.0
Kim Min Young,53,65,63,55,56,50,49,48,44,37,38,33,43,25,42,54,60,43,53,55,54,15,42,20,18,16,41,45,48,45,Delantero,3,Right,178,65,0,0,0,0.0,0.0
Kim Young Jun,53,58,60,53,56,54,46,51,55,51,31,32,47,32,39,49,58,54,50,51,44,13,53,12,15,13,59,59,63,37,Delantero,3,Right,184,79,0,0,0,0.0,0.0
Niilo Kujasalo,53,61,63,53,41,52,45,39,44,55,37,38,55,53,32,49,56,63,54,52,48,48,48,37,48,41,53,59,56,52,Mediocampista,3,Left,182,73,0,0,0,0.0,0.0
Lee Jae Hun,53,33,31,9,9,42,8,8,17,26,12,13,20,22,12,10,22,26,40,11,31,15,11,7,11,12,54,22,65,20,Arquero,3,Right,190,78,55,57,56,48.0,53.0
Lim Hyeong Jin,53,66,61,33,22,36,34,30,35,34,34,29,46,45,33,34,57,62,43,45,40,51,53,50,54,51,64,66,70,48,Defensor,3,Right,190,83,0,0,0,0.0,0.0
Piotr Liszewski,53,61,62,44,22,28,30,26,33,36,44,32,25,24,41,53,59,58,53,44,39,51,49,50,53,57,56,58,60,51,Defensor,2,Right,184,77,0,0,0,0.0,0.0
Rafał Mamla,53,25,25,5,5,40,8,7,12,32,11,8,22,25,14,8,22,25,49,15,38,10,19,5,14,18,53,22,62,32,Arquero,1,Right,195,93,55,51,53,50.0,55.0
Saurav Mandal,53,78,72,44,45,50,45,38,46,49,54,38,47,49,44,50,67,70,43,48,45,31,31,28,31,31,56,64,60,34,Mediocampista,3,Right,175,68,0,0,0,0.0,0.0
Melroy Melwin Assisi,53,66,53,39,31,39,33,31,39,48,35,36,45,49,34,41,50,50,44,43,41,44,56,50,50,49,80,68,73,68,Defensor,3,Right,185,85,0,0,0,0.0,0.0
Kelsey Mooney,53,67,64,52,58,47,50,37,63,47,32,30,45,32,34,53,65,57,55,44,47,19,59,18,16,13,49,54,41,27,Delantero,3,Right,176,68,0,0,0,0.0,0.0
Jake Najdovski,53,77,79,48,59,49,43,45,59,52,26,26,46,35,46,52,75,81,49,57,40,10,45,18,14,15,52,57,45,34,Delantero,2,Right,170,70,0,0,0,0.0,0.0
Muhammed Nemil,53,77,69,51,40,46,35,40,44,52,43,42,56,55,40,51,78,69,46,53,54,20,40,35,43,40,55,65,55,44,Mediocampista,4,Right,168,65,0,0,0,0.0,0.0
Cory O'Sullivan,53,68,66,41,42,31,32,27,37,30,40,34,37,30,38,46,50,49,53,40,33,53,40,48,53,50,41,59,47,50,Defensor,3,Left,173,70,0,0,0,0.0,0.0
Igor Orlikowski,53,62,65,35,25,27,23,27,33,29,38,30,35,23,31,44,51,71,59,49,48,57,40,54,54,55,48,33,58,54,Defensor,2,Right,180,80,0,0,0,0.0,0.0
Park Ju Yeong,53,62,65,56,53,54,42,38,46,42,45,38,42,38,46,55,56,57,56,56,43,19,45,23,29,26,55,48,60,41,Delantero,3,Right,187,79,0,0,0,0.0,0.0
Park Jun Beom,53,56,55,54,54,53,51,50,52,42,46,43,49,37,46,50,51,52,47,56,51,12,53,13,23,21,57,45,60,52,Delantero,3,Right,183,75,0,0,0,0.0,0.0
Sydie Peck,53,68,69,45,44,55,46,39,44,54,48,47,57,55,45,53,73,75,46,55,52,51,47,42,54,50,50,60,50,59,Mediocampista,3,Right,173,73,0,0,0,0.0,0.0
Storm Bugge Pettersen,53,60,61,53,51,47,48,42,56,54,32,29,47,44,30,55,63,63,50,56,52,17,54,14,13,16,57,47,57,58,Delantero,3,Right,182,74,0,0,0,0.0,0.0
Diego Alonso Plaza,53,62,62,51,42,51,38,33,39,48,40,34,62,59,35,50,57,62,52,55,38,40,48,33,41,45,38,59,36,58,Mediocampista,3,Right,167,62,0,0,0,0.0,0.0
Mobashir Rahman,53,67,59,49,45,53,53,50,41,53,43,42,54,53,43,52,68,66,55,55,48,52,45,44,50,45,68,62,66,83,Mediocampista,3,Right,172,71,0,0,0,0.0,0.0
Mohamad Rakip,53,65,71,31,20,39,24,25,31,38,50,25,41,32,34,39,68,67,44,42,46,50,40,44,51,50,63,68,69,61,Defensor,3,Right,173,66,0,0,0,0.0,0.0
Waylon Renecke,53,70,68,30,21,40,20,24,35,24,34,19,44,40,36,37,69,56,40,35,38,51,49,52,56,55,61,53,68,54,Defensor,3,Left,185,77,0,0,0,0.0,0.0
Chris Rindov,53,55,55,23,18,37,24,26,37,26,29,28,33,29,20,27,45,49,41,31,43,51,49,51,56,57,64,63,79,43,Defensor,3,Right,187,86,0,0,0,0.0,0.0
Lalchhanhima Sailo,53,63,60,36,35,46,38,44,47,47,36,39,53,54,38,49,54,91,57,56,39,45,53,55,54,49,44,43,42,56,Mediocampista,3,Right,165,65,0,0,0,0.0,0.0
Sha Yibo,53,61,58,26,20,39,17,27,34,30,26,25,30,24,25,26,44,61,46,43,43,52,53,56,63,58,57,56,58,41,Defensor,3,Right,185,70,0,0,0,0.0,0.0
Lara Sharma,53,22,31,6,8,41,9,9,18,29,13,12,19,17,14,12,37,35,39,12,34,8,10,6,10,14,47,16,57,26,Arquero,1,Right,195,80,55,54,54,51.0,56.0
Matt Sheridan,53,69,64,40,27,26,24,27,30,45,46,29,44,42,26,44,53,60,52,46,35,47,41,47,49,49,50,63,58,54,Defensor,2,Right,181,74,0,0,0,0.0,0.0
Shin Min Ha,53,56,56,25,21,33,22,28,33,31,29,28,34,24,26,28,44,56,48,33,37,53,50,50,56,54,63,59,73,46,Defensor,3,Right,186,77,0,0,0,0.0,0.0
Rio Shipston,53,59,67,48,43,56,40,39,42,53,38,46,57,53,44,52,66,73,50,58,42,44,49,47,49,52,48,60,52,57,Mediocampista,3,Right,174,63,0,0,0,0.0,0.0
Almoatasim Siddiq,53,81,76,41,42,42,41,33,39,50,47,33,51,42,39,56,83,81,43,52,46,17,30,25,22,29,41,44,37,38,Mediocampista,3,Left,167,61,0,0,0,0.0,0.0
Isak Sjong,53,38,35,9,8,41,9,7,12,42,13,10,28,27,14,17,36,32,45,20,20,10,10,10,10,10,47,18,52,20,Arquero,2,Right,185,75,53,51,55,51.0,54.0
Tobias Sommer,53,53,41,38,33,47,31,33,37,43,40,30,56,51,34,51,50,56,45,55,49,46,52,51,55,51,58,53,68,55,Mediocampista,3,Right,181,75,0,0,0,0.0,0.0
Song Chang Seok,53,62,67,51,54,48,41,45,57,51,28,20,52,45,33,58,58,60,47,56,47,30,60,35,34,38,68,63,66,50,Mediocampista,3,Right,183,77,0,0,0,0.0,0.0
Sahil Tavora,53,69,65,47,48,50,54,51,43,48,47,47,55,52,46,46,62,68,50,48,43,49,43,50,49,49,56,62,70,62,Mediocampista,3,Right,169,67,0,0,0,0.0,0.0
Piotr Urbanski,53,56,69,42,36,46,34,44,54,58,50,43,60,65,47,52,55,65,51,58,53,24,41,42,42,49,51,48,69,38,Mediocampista,3,Right,190,87,0,0,0,0.0,0.0
Håkon Volden,53,64,58,22,15,35,16,23,34,30,23,29,43,41,27,23,44,43,48,33,45,49,47,52,56,53,59,59,70,51,Defensor,3,Right,194,78,0,0,0,0.0,0.0
