Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Lasse Wehmeyer,177,64,Mediocampista,61,Right,3,52,51,45,55,47,64,62,42,52,67,70,72,80,56,72,57,44,67,40,48,48,28,59,58,52,66,30,33,34,8,15,14,10.0,7.0
Belmin Dizdarević,189,80,Arquero,61,Right,2,11,6,13,20,6,14,12,10,26,12,23,30,24,41,33,42,52,23,60,6,21,9,4,26,10,23,8,12,14,63,58,56,62.0,66.0
이종성 李忠成 Jong-Sung Lee,187,72,Mediocampista,61,Right,3,38,40,58,56,38,55,42,43,57,65,52,37,53,52,59,56,71,77,82,51,71,56,53,48,44,57,54,62,59,13,15,13,10.0,12.0
Robin Tranberg,186,81,Mediocampista,61,Right,3,60,49,57,65,47,61,54,50,57,64,61,63,60,63,63,61,69,77,73,51,75,60,64,56,46,62,58,58,59,10,10,13,13.0,14.0
Jayden Deslandes Sweeney,173,68,Defensor,61,Left,3,55,35,52,58,32,60,49,40,54,60,74,72,76,58,79,38,68,58,67,36,51,59,51,52,37,56,54,60,55,8,7,11,12.0,8.0
Emilio Aristizábal Chavarriaga,187,70,Delantero,61,Right,2,33,65,58,49,56,58,40,33,35,60,72,72,73,52,62,62,72,60,70,55,40,30,62,47,62,57,20,12,10,12,7,12,14.0,7.0
Muteb Abdullah Al Mufarrij,182,70,Defensor,61,Left,3,25,25,62,59,22,44,26,24,48,54,65,60,59,48,55,34,70,28,70,18,64,60,26,38,32,57,62,60,59,12,8,5,14.0,14.0
Ben Goodliffe,185,80,Defensor,61,Right,2,32,20,60,50,31,39,37,27,44,46,53,54,44,59,50,36,74,79,83,21,63,58,33,39,35,54,61,60,59,9,12,7,9.0,9.0
Ekin Çelebi,184,74,Defensor,61,Left,4,49,26,61,54,30,51,49,24,44,53,65,66,67,54,65,39,69,68,67,28,61,56,29,39,31,56,52,64,62,9,14,9,15.0,12.0
Ciarán Kelly,191,79,Defensor,61,Left,2,51,34,60,54,22,52,42,26,52,47,60,59,44,56,38,46,77,63,83,28,62,57,24,34,31,57,59,59,57,10,11,11,5.0,12.0
Martin Spelmann,175,72,Mediocampista,61,Right,3,56,57,63,61,47,61,56,60,60,63,73,68,65,63,70,65,80,60,77,60,85,63,60,62,58,58,57,58,52,5,14,6,12.0,13.0
Cristhian Báez Martinez,180,73,Delantero,61,Right,3,44,66,60,55,61,62,47,39,45,59,68,63,62,53,65,59,66,62,59,55,38,19,63,53,63,52,19,21,20,12,11,7,11.0,9.0
Jeppe Arctander Moe,185,73,Defensor,61,Left,3,59,28,55,58,28,55,55,52,54,58,67,64,62,56,68,54,62,69,58,32,59,57,46,49,39,55,57,59,57,10,15,6,13.0,5.0
Relu Marian Stoian,186,82,Arquero,61,Right,2,10,18,15,16,17,15,15,15,20,19,24,29,24,57,39,49,38,22,37,16,38,17,10,41,12,32,18,14,12,62,60,65,56.0,63.0
Pontus Dahbo,185,78,Delantero,61,Left,3,45,63,38,64,50,65,53,36,50,66,75,70,76,45,76,59,51,65,52,60,46,38,52,55,46,56,32,50,46,9,11,7,6.0,7.0
David García Hidalgo,183,77,Mediocampista,61,Right,3,50,49,57,68,48,62,49,45,67,63,58,59,57,61,58,62,63,61,65,55,61,54,55,54,55,49,47,62,58,7,13,14,15.0,11.0
"Ammar Siraj Yassin
Al Najjar",175,68,Mediocampista,61,Right,3,57,51,40,58,48,61,54,60,56,62,77,78,71,50,76,57,45,60,54,55,54,42,54,56,53,50,51,42,36,9,6,14,8.0,8.0
Felix Jostyn Mina Caicedo,190,86,Arquero,61,Right,2,11,8,12,17,10,10,12,15,24,17,28,30,42,66,29,47,52,26,58,9,28,14,9,35,17,30,10,14,16,62,61,62,52.0,63.0
程进 Cheng Jin,172,60,Mediocampista,61,Right,3,64,59,44,66,54,63,53,50,62,63,67,73,76,56,79,64,40,70,40,56,47,42,60,63,58,55,36,53,48,9,6,15,10.0,9.0
Tobias Felix Schättin,185,80,Defensor,61,Left,3,58,49,42,58,28,58,47,28,49,60,65,62,54,50,58,28,56,69,69,23,62,58,52,52,38,55,56,62,60,11,13,12,8.0,8.0
Luke Owen Jephcott,177,75,Delantero,61,Right,4,49,61,56,58,62,62,55,48,50,61,70,67,79,59,76,63,67,68,66,58,44,25,60,55,64,59,20,26,19,9,6,10,15.0,8.0
Théo De Percin,185,81,Arquero,61,Right,3,11,9,13,29,6,11,10,14,22,16,25,18,39,37,44,47,54,27,63,6,16,11,4,30,17,39,5,11,14,65,62,63,60.0,62.0
Joshua Bolma,175,61,Mediocampista,61,Right,2,55,60,33,55,52,70,44,36,50,65,80,71,79,51,86,60,41,52,32,53,25,24,46,49,45,41,15,20,24,6,11,8,7.0,14.0
Diego Alexandre Segovia Hernández,191,80,Arquero,61,Right,2,11,4,13,23,5,8,9,10,20,14,38,31,34,50,24,47,58,28,64,6,28,12,10,38,16,34,13,16,14,60,61,63,62.0,63.0
Nooh Ibrahim Mousa Al-Mousa,169,68,Mediocampista,61,Right,3,60,51,48,62,30,63,55,57,62,63,39,51,65,55,64,56,50,65,64,59,50,59,58,64,37,64,60,60,59,12,15,12,9.0,11.0
Stojan Lukic,192,91,Arquero,61,Right,2,15,15,18,35,15,14,15,15,32,18,18,17,20,61,28,47,56,25,70,13,20,22,18,41,15,38,22,12,12,58,60,63,62.0,58.0
Kieran Thomas Green,184,78,Mediocampista,61,Right,3,39,41,48,58,39,55,36,33,56,57,64,61,58,61,69,53,59,82,66,47,69,58,55,55,44,53,58,60,56,10,9,9,8.0,9.0
Matteo Grandi,189,75,Arquero,61,Right,3,17,15,20,32,16,19,18,13,19,24,44,47,33,61,55,46,56,40,54,12,27,25,17,29,23,52,13,13,19,60,58,61,60.0,59.0
Sean McGurk,173,64,Mediocampista,61,Right,3,54,61,49,65,48,59,52,53,56,61,73,70,70,63,58,59,56,55,51,64,43,34,47,60,51,59,41,47,45,5,11,7,7.0,5.0
Stanis Idumbo Muzambo,171,60,Mediocampista,61,Right,3,53,65,60,57,43,62,47,52,58,61,72,76,67,55,71,60,76,67,71,60,40,20,60,57,55,56,36,14,12,9,13,5,6.0,10.0
Víctor Gustavo Rivarola Martinez,179,71,Delantero,61,Left,3,56,53,63,61,44,62,48,25,54,63,72,73,74,62,68,62,73,65,64,50,63,15,61,52,58,58,19,11,18,11,15,10,14.0,12.0
Christoph Urdl,181,72,Delantero,61,Right,3,59,63,54,60,56,62,64,68,54,60,67,68,66,47,66,67,63,65,62,64,54,32,57,58,66,60,27,37,35,10,10,7,11.0,14.0
Owen Rhys Evans,188,85,Arquero,61,Right,3,18,11,11,43,11,16,18,14,46,22,42,45,54,57,45,46,40,17,30,10,15,20,4,58,30,22,9,18,16,61,60,61,60.0,62.0
Konrad Stępień,185,80,Defensor,61,Right,3,39,29,62,51,28,44,30,32,32,35,63,60,50,55,55,27,75,64,76,30,68,54,37,49,39,44,59,66,62,13,12,12,10.0,12.0
Youssuf Sylla,191,90,Delantero,61,Right,3,46,64,60,53,56,62,48,49,31,61,67,70,59,51,47,61,80,58,87,55,46,15,53,47,63,48,13,19,17,7,6,8,10.0,7.0
Mikaël Yann Mathieu Mandron,191,82,Delantero,61,Left,3,47,59,61,55,54,57,52,43,43,62,62,55,52,59,53,62,76,78,80,57,66,42,61,58,63,63,45,44,39,14,10,13,15.0,8.0
陈钊 Chen Zhao,189,83,Arquero,61,Right,2,10,9,11,35,8,12,11,11,37,11,30,34,32,68,34,44,61,31,75,7,16,6,6,50,12,26,18,13,11,62,57,59,57.0,61.0
Mohamed Koné,186,78,Arquero,61,Right,3,13,7,14,21,5,14,10,12,17,13,17,28,22,59,21,42,51,17,60,6,17,13,7,22,11,30,5,11,14,62,58,56,57.0,63.0
Simon Walde,185,79,Defensor,61,Right,2,58,38,59,58,30,58,45,40,49,53,60,54,60,55,57,38,65,62,65,38,58,62,44,46,41,50,60,63,62,10,6,13,15.0,8.0
宋龙 Song Long,180,72,Defensor,61,Right,3,54,40,65,63,32,58,41,42,61,61,71,64,57,54,68,34,77,71,72,30,56,55,52,40,44,56,56,54,56,9,6,9,7.0,14.0
Lucas Halangk,184,74,Defensor,61,Right,3,54,46,52,54,47,55,53,44,56,56,74,73,70,57,60,56,64,70,59,49,54,60,50,51,43,54,57,59,54,12,8,12,8.0,9.0
Adam Thomas Chicksen,173,74,Defensor,61,Left,3,62,53,51,53,35,57,61,42,47,55,76,74,81,55,81,57,67,74,61,55,63,55,55,52,46,60,53,56,54,13,13,16,9.0,6.0
Vítězslav Jaroš,190,85,Arquero,61,Right,3,12,11,11,45,14,15,20,19,49,29,39,38,50,56,41,46,55,40,58,13,23,12,14,60,17,58,17,12,13,63,60,61,59.0,62.0
Thomas Clayton,183,73,Defensor,61,Left,2,32,28,60,59,31,50,29,37,53,50,62,60,55,59,67,41,71,65,72,29,59,60,29,43,43,56,60,62,60,6,14,8,12.0,6.0
David Watson,175,68,Mediocampista,61,Right,3,52,52,51,59,66,54,55,37,62,61,57,64,60,62,74,72,55,75,55,62,72,58,58,65,45,49,56,65,62,15,5,6,10.0,8.0
Darius Adrian Oroian,178,68,Defensor,61,Right,2,62,29,42,45,25,49,38,31,31,44,84,75,72,56,50,30,63,58,60,32,58,60,49,38,36,42,55,58,62,11,9,11,8.0,11.0
Javier Vargas Garrido,180,75,Mediocampista,61,Right,3,67,53,45,67,69,62,58,43,60,65,64,73,58,44,64,74,51,50,54,40,31,26,54,52,62,51,23,30,32,13,10,14,10.0,10.0
Trevor Clarke,175,65,Defensor,61,Left,2,60,50,47,56,35,60,53,48,59,59,80,79,75,51,71,59,66,62,61,55,74,50,50,52,46,52,52,59,58,8,11,10,7.0,8.0
Rollin Menayese,190,80,Defensor,61,Right,2,42,25,58,50,24,47,30,29,47,50,71,73,62,56,62,42,75,62,75,30,71,56,33,38,36,58,60,60,58,12,9,9,9.0,14.0
叶楚贵 Ye Chugui,180,72,Mediocampista,61,Right,2,48,46,57,65,47,62,57,56,54,64,72,69,78,56,59,53,69,69,61,52,53,58,52,66,64,57,61,53,50,14,12,14,13.0,11.0
Rosaire Longelo-Mbule,184,72,Defensor,61,Left,3,61,52,48,55,40,63,57,48,52,59,83,82,76,55,73,59,67,61,60,48,42,54,49,51,42,55,52,56,54,6,8,12,10.0,11.0
James Furlong,178,71,Defensor,61,Left,3,60,27,47,58,30,57,49,33,54,58,70,65,64,56,63,38,53,52,50,34,58,57,43,26,30,54,59,58,61,12,8,9,10.0,14.0
Kouadou Jaures Assoumou,167,65,Delantero,61,Right,2,39,65,48,54,52,63,46,34,34,64,72,65,67,61,68,62,52,54,47,58,28,13,64,57,64,59,18,22,19,5,5,11,11.0,11.0
Mehdi Puchherrantz,175,70,Mediocampista,61,Right,3,44,31,23,64,34,59,56,49,59,60,74,72,81,56,83,56,46,56,51,44,62,63,49,54,50,56,59,60,58,14,12,13,12.0,10.0
Connor Lemonheigh-Evans,179,73,Mediocampista,61,Right,3,56,58,53,60,53,61,57,53,58,61,72,75,74,56,73,59,63,69,57,59,42,38,59,61,55,58,37,39,34,7,14,9,15.0,15.0
Connor Smith,176,65,Mediocampista,61,Right,3,60,55,40,64,55,67,57,60,62,60,66,65,51,45,69,57,38,55,39,57,39,25,61,63,48,64,34,47,45,8,13,13,11.0,5.0
Viktor Bergh,172,73,Defensor,61,Left,3,56,24,48,55,29,55,42,34,45,56,76,74,72,58,77,27,61,67,55,20,46,56,52,35,34,48,51,56,56,12,6,8,10.0,9.0
Tom Lebeau,174,65,Mediocampista,61,Right,3,58,55,37,67,62,64,64,63,62,67,76,72,72,47,82,64,52,60,52,61,52,55,48,66,59,61,54,61,58,13,7,10,8.0,12.0
Mihailo Stevanovic,186,74,Mediocampista,61,Right,3,55,60,58,65,29,65,37,41,57,67,70,71,68,60,62,55,69,72,68,55,58,55,54,54,46,52,54,54,52,5,13,5,11.0,5.0
Jed Ward,189,81,Arquero,61,Right,2,14,9,12,24,8,9,15,14,23,14,23,22,28,48,44,41,35,22,31,5,25,9,7,32,18,36,5,12,12,62,59,55,62.0,64.0
José David Romero,176,73,Delantero,61,Right,3,38,68,55,47,53,62,49,43,39,60,62,55,66,64,60,61,50,55,44,64,47,17,66,47,67,64,18,15,22,7,14,8,8.0,8.0
Igor Strzałek,183,65,Mediocampista,61,Right,2,52,57,47,61,39,63,63,39,62,64,67,66,70,53,67,58,41,51,33,64,48,28,58,58,45,62,36,40,49,9,7,13,14.0,10.0
Hamza Barry,175,71,Mediocampista,61,Right,2,52,54,46,64,50,63,56,53,55,66,64,65,68,63,62,59,55,70,58,56,63,58,55,58,51,61,54,56,54,8,13,14,14.0,14.0
Fabian Ehmann,189,77,Arquero,61,Right,3,14,12,14,20,17,19,10,13,18,20,43,41,37,53,52,41,56,34,56,12,19,16,12,34,21,27,16,10,15,60,60,55,63.0,64.0
송주훈 宋株熏 Ju-Hun Song,190,83,Defensor,61,Left,3,34,43,74,55,36,39,23,29,48,52,61,50,39,56,67,31,82,59,77,18,67,59,36,40,32,58,57,55,55,13,12,6,6.0,12.0
Vivaldo Leandro Semedo Moura Sousa,192,85,Delantero,61,Left,3,35,64,76,56,51,53,34,30,35,60,45,55,45,53,38,61,79,47,76,51,60,25,60,53,64,54,28,30,25,14,13,10,9.0,13.0
Garissone Innocent,192,90,Arquero,61,Right,3,10,6,11,24,9,12,14,11,22,15,30,31,37,50,35,46,55,25,64,9,22,10,5,26,14,25,7,13,12,62,59,61,61.0,61.0
柏杨 Yang Bai,190,75,Defensor,61,Left,2,29,20,64,44,30,25,26,29,38,48,54,61,45,55,48,38,72,53,76,24,67,53,26,30,32,42,63,62,57,6,11,14,13.0,5.0
Freddy Aleksander Damnjanovic Nilsson,178,72,Mediocampista,61,Right,3,38,41,42,64,40,60,42,37,63,63,68,65,73,57,72,65,48,71,51,50,39,57,58,63,41,51,45,55,50,11,5,10,8.0,9.0
Jay Henderson,168,71,Mediocampista,61,Right,4,55,50,51,58,43,57,57,44,55,56,82,82,92,57,92,55,56,68,42,53,61,52,57,56,46,53,51,55,54,8,7,12,11.0,12.0
Tyler Onyango,196,75,Mediocampista,60,Right,3,45,37,58,64,45,62,43,40,62,57,62,53,34,58,35,63,73,72,80,42,69,54,59,60,50,52,44,57,56,15,6,7,6.0,9.0
Yannik Lührs,189,82,Defensor,60,Right,3,31,18,59,49,23,39,28,25,41,45,62,64,44,51,47,52,73,63,78,18,65,52,23,34,38,45,57,62,59,8,9,9,8.0,13.0
Isaac Ogundere,177,69,Defensor,60,Right,2,57,33,47,54,31,57,44,44,47,55,79,79,78,52,74,34,56,67,48,30,50,54,43,36,45,55,55,55,52,13,15,10,9.0,8.0
Petru Neagu,185,75,Delantero,60,Right,2,59,62,58,62,59,59,48,45,57,57,71,70,66,55,58,67,70,57,64,57,44,21,56,57,59,54,20,19,23,11,14,15,14.0,6.0
Tom Sanne,172,68,Delantero,60,Right,3,47,65,52,52,54,61,54,31,44,63,70,67,72,50,77,60,64,55,65,56,40,17,58,54,61,55,13,18,20,11,6,9,8.0,7.0
Diego Espinosa,170,68,Mediocampista,60,Right,3,55,62,34,52,44,59,42,45,48,61,76,75,74,53,70,52,55,72,57,60,34,22,55,51,56,48,28,21,29,10,5,15,9.0,12.0
Femi Seriki,183,78,Defensor,60,Right,2,52,25,49,49,29,62,38,32,41,52,86,87,73,54,60,34,70,67,62,23,62,54,47,39,34,51,51,55,53,9,10,14,11.0,9.0
Matthew Baker,186,72,Defensor,60,Right,2,25,21,62,56,26,31,31,27,51,43,64,67,40,52,57,36,73,59,72,24,62,56,27,32,33,49,56,64,61,7,10,13,13.0,9.0
Taylor Foram,196,86,Defensor,60,Right,2,41,28,63,49,31,32,40,29,48,44,46,62,34,54,36,47,69,48,77,29,68,56,29,34,42,44,58,59,53,13,9,12,5.0,12.0
Bambasé Conté,178,76,Delantero,60,Right,4,62,63,41,56,54,63,57,43,49,62,64,67,74,45,68,63,46,43,52,47,36,23,56,55,42,53,22,35,28,15,6,6,6.0,15.0
James Anthony John Clarke,183,84,Defensor,60,Right,3,46,33,59,53,42,46,47,30,51,47,48,39,45,52,54,54,70,69,81,48,68,57,40,44,42,49,58,59,56,6,13,14,12.0,11.0
Wojciech Lisowski,186,84,Defensor,60,Right,3,54,40,50,58,32,55,48,29,62,51,71,68,61,52,57,54,67,71,70,38,59,56,43,38,38,49,54,56,58,11,15,10,12.0,12.0
Faïz Mattoir,164,62,Delantero,60,Right,2,56,60,49,59,58,65,54,48,49,62,71,70,66,45,77,72,53,50,49,54,35,22,58,55,58,48,22,27,25,6,7,8,13.0,12.0
Alexis Zorrilla Vera,184,88,Defensor,60,Left,2,30,23,60,48,28,48,26,28,39,45,60,51,47,48,57,35,71,54,72,20,60,52,22,45,32,62,64,64,62,12,10,12,12.0,8.0
Caumenan Ange Emmanu N'Guessan,187,81,Defensor,60,Right,3,55,21,60,53,32,56,45,28,55,58,71,71,65,60,58,56,71,57,62,29,65,58,42,45,40,55,55,61,60,8,14,14,11.0,12.0
Oscar Højlund,184,71,Mediocampista,60,Right,3,52,48,54,64,50,61,53,48,60,61,74,72,78,59,72,54,66,68,60,48,68,58,59,56,45,59,58,57,59,9,10,6,8.0,13.0
Taylor Ellis Allen,178,72,Defensor,60,Left,3,58,48,53,52,44,56,61,50,45,54,78,76,74,53,75,55,71,71,68,52,52,54,56,52,49,57,56,56,52,9,11,10,15.0,12.0
Mustafa Kourouma,183,77,Defensor,60,Right,2,46,28,60,50,30,41,31,27,43,44,73,76,61,60,61,46,73,54,66,28,51,64,32,34,33,48,56,63,57,15,14,15,8.0,11.0
Lukas Wedl,186,80,Arquero,60,Right,2,20,9,14,37,10,14,15,20,30,30,46,44,30,62,55,42,61,20,65,6,26,24,8,20,30,39,9,13,14,60,57,56,58.0,60.0
Dylan Wenzel-Halls,175,70,Delantero,60,Right,3,40,62,53,55,56,61,64,55,43,63,78,82,81,48,70,62,69,64,62,60,56,23,57,59,60,64,28,15,13,9,12,15,8.0,9.0
Darragh Markey,172,66,Mediocampista,60,Right,3,55,50,41,61,49,67,56,55,55,61,68,72,85,57,81,49,43,62,45,46,44,40,54,61,50,70,40,42,38,9,10,13,6.0,14.0
高天意 Gao Tianyi,185,81,Mediocampista,60,Right,2,59,43,41,62,30,60,65,62,57,60,67,74,79,59,59,56,62,64,76,50,59,57,57,65,40,51,58,62,54,8,12,13,7.0,14.0
Jesús López Soria,187,75,Arquero,60,Right,3,12,9,11,15,6,8,11,14,16,15,34,18,22,50,32,44,45,30,46,10,25,15,9,28,15,29,9,13,12,59,64,58,59.0,61.0
Elias-Geoffrey Bakatukanda,193,76,Defensor,60,Right,3,29,17,59,39,30,32,29,24,30,37,63,63,49,57,45,40,66,44,66,22,57,58,27,33,34,41,55,72,69,5,12,9,14.0,12.0
Ababacar Moustapha Lô,183,76,Defensor,60,Right,2,34,31,61,40,34,28,32,30,27,44,57,55,32,52,68,46,65,54,63,21,54,58,33,31,40,55,58,68,67,6,10,14,15.0,14.0
Mohammed Abdullah Abusabaan,180,75,Mediocampista,60,Right,3,57,43,60,60,64,60,45,60,60,60,60,55,60,54,68,64,67,55,65,60,78,58,60,58,55,57,55,60,58,10,11,9,9.0,10.0
Kieran Ewan Freeman,179,70,Defensor,60,Right,3,60,28,53,56,29,59,42,41,46,56,68,71,58,58,72,47,65,53,68,36,56,56,50,43,42,47,57,58,57,8,14,11,7.0,11.0
Joey Antonioli,179,65,Mediocampista,60,Right,3,57,42,50,66,41,64,47,47,64,62,69,68,73,57,72,67,53,48,49,44,59,50,59,57,53,54,48,52,55,8,9,6,6.0,10.0
Diogo de Carvalho Pinto,195,87,Arquero,60,Right,2,14,8,10,24,10,7,13,12,21,16,29,21,38,47,25,45,34,22,27,6,22,14,5,34,11,28,6,11,14,62,57,60,59.0,62.0
Wojciech Hajda,181,79,Mediocampista,60,Right,3,35,36,48,57,31,60,31,31,55,57,62,64,76,58,68,40,60,69,70,29,72,57,38,42,37,52,60,59,57,15,7,8,5.0,9.0
Ziyad Mubarak Al-Johani,178,61,Mediocampista,60,Left,4,54,43,47,66,33,58,41,42,61,62,63,64,55,61,69,43,54,61,56,42,50,60,53,56,42,55,58,62,55,12,11,9,11.0,13.0
Luca Lipani,187,78,Mediocampista,60,Right,3,48,35,46,66,39,58,49,33,64,64,60,63,52,56,48,57,57,65,63,50,61,52,54,60,41,53,52,56,53,6,12,7,10.0,8.0
Alin Vasilică Șerban,178,72,Defensor,60,Right,3,47,30,56,29,32,63,34,36,36,34,61,62,51,62,64,30,58,62,54,34,60,58,43,37,48,40,64,70,70,9,6,12,6.0,10.0
Yerko Sanpian,188,85,Arquero,60,Left,1,9,7,8,24,11,8,12,13,23,21,33,35,38,55,49,46,62,35,77,9,36,26,19,61,23,62,15,9,8,61,58,61,60.0,60.0
Ali Bina Dembélé,185,80,Defensor,60,Right,3,59,38,52,51,33,57,45,42,48,57,66,68,63,57,56,52,63,62,65,41,55,54,51,44,47,50,55,58,58,11,7,10,6.0,13.0
Luís Henrique Moraes Pires,188,78,Arquero,60,Right,3,16,10,16,26,11,10,16,10,29,13,32,29,38,60,37,44,56,35,61,11,25,12,11,34,11,31,12,13,17,59,57,58,62.0,60.0
萨比提·阿布都沙拉木 Sabit Abdusalam,178,72,Mediocampista,60,Right,2,44,48,42,61,45,58,45,43,58,64,71,70,71,63,70,64,51,65,52,49,57,66,46,63,49,57,48,56,44,15,6,10,11.0,7.0
Daniel Oyegoke,178,73,Defensor,60,Right,3,52,37,50,55,34,62,34,36,48,55,72,70,63,54,66,38,66,57,65,30,58,54,51,44,42,54,60,62,62,8,6,5,6.0,12.0
Karol Szymański,192,92,Arquero,60,Right,2,18,11,16,25,7,9,14,12,14,23,20,30,31,51,25,45,55,23,68,8,26,18,10,41,17,47,21,15,14,63,61,60,59.0,59.0
Lenny Rodrigues,182,64,Mediocampista,60,Right,3,44,39,41,65,43,53,46,42,60,58,69,68,55,52,66,60,57,73,69,51,65,55,42,55,45,53,55,55,53,9,7,13,9.0,9.0
Bader Mohammed Munshi,174,73,Mediocampista,60,Right,2,39,43,46,67,26,61,40,43,63,63,56,68,57,57,70,46,64,57,65,46,61,58,45,57,49,51,56,65,62,6,10,5,10.0,13.0
Tolikpaley Luck Evrad Zogbé,178,70,Defensor,60,Right,3,55,32,49,57,25,53,54,27,38,58,73,64,58,55,61,44,60,60,57,27,54,58,44,39,36,48,60,60,54,11,7,11,9.0,10.0
Luis Aldair Arroyo Cabeza,178,75,Mediocampista,60,Right,3,54,48,38,61,44,60,53,46,56,64,75,79,70,62,67,61,50,60,51,53,46,27,57,54,53,58,37,32,43,9,13,6,10.0,13.0
Declan McDaid,175,73,Mediocampista,60,Right,3,53,53,47,58,48,62,59,41,54,60,70,77,71,54,76,64,57,61,59,44,57,34,56,54,46,51,40,44,45,11,7,9,10.0,13.0
Mansor Faiez Al-Beshe,175,69,Mediocampista,60,Right,3,54,50,36,63,43,63,47,40,60,64,68,64,68,56,68,50,62,79,62,45,73,53,54,56,37,55,47,51,45,13,15,11,13.0,11.0
Arlet Junior Zé,178,71,Mediocampista,60,Right,3,52,46,37,52,39,71,47,44,45,65,80,79,77,50,73,58,56,57,55,43,35,22,48,52,51,55,26,25,24,10,7,7,11.0,12.0
Mohammed Kareem Al Baqawi,170,70,Defensor,60,Right,3,54,23,49,58,21,52,43,32,65,57,70,73,55,58,52,30,61,80,66,27,66,59,51,45,45,48,62,60,59,7,14,7,10.0,15.0
Richie Omorowa,181,78,Delantero,60,Right,3,37,60,57,57,54,60,38,28,54,62,71,72,63,54,68,51,71,58,70,53,58,57,62,59,55,61,33,42,36,12,14,7,10.0,6.0
Sorin Raducu Mogo?anu,180,77,Arquero,60,Right,1,12,5,10,22,5,13,14,12,27,14,43,35,50,46,47,45,48,23,49,9,33,8,4,23,19,29,6,14,12,64,56,60,59.0,62.0
Jonas Lietaert,190,80,Defensor,60,Right,2,37,25,53,58,22,32,32,24,52,58,58,57,53,61,57,27,56,50,55,22,54,61,42,43,32,45,64,65,63,14,12,13,11.0,7.0
Kevin Rauhut,188,77,Arquero,60,Left,3,14,9,10,21,7,14,12,12,37,20,29,35,33,49,31,47,39,20,43,7,25,12,5,28,19,44,10,12,10,62,59,63,57.0,62.0
Óskar Tor Sverrisson,184,80,Defensor,60,Left,3,43,48,39,56,43,54,46,35,39,58,65,66,58,57,63,53,55,70,70,41,51,57,56,37,44,47,63,60,57,8,14,14,13.0,15.0
Jake McGing,184,74,Defensor,60,Right,3,50,37,56,55,32,52,46,39,54,54,64,70,61,56,61,49,73,67,80,36,67,55,50,48,36,57,57,58,58,9,11,10,9.0,14.0
João Pedro Reginaldo,186,76,Defensor,60,Left,2,55,18,66,51,20,38,34,22,50,40,59,58,55,50,55,31,69,66,70,20,54,58,29,32,38,40,65,61,58,9,8,7,9.0,9.0
Arne Schulz,190,80,Arquero,60,Right,3,11,7,14,21,5,13,11,11,28,16,26,25,28,60,25,41,55,27,64,7,20,14,12,33,12,31,12,12,11,60,57,55,56.0,65.0
Omar Sayed Mohamed Mahmoud El Sawy,175,66,Mediocampista,60,Right,2,51,55,40,61,48,65,56,48,54,63,78,74,81,51,76,50,46,60,44,54,41,26,50,59,45,57,34,38,32,6,9,14,13.0,8.0
Mohammed Saeed Bu Sanda Ahmed Theyab Al Falahi,184,78,Arquero,60,Right,3,14,8,14,23,8,11,12,10,24,17,35,37,36,56,48,39,56,28,61,7,26,6,4,38,12,37,8,13,13,60,60,52,57.0,60.0
Bruno Marcelo Díaz Macedo,169,65,Mediocampista,60,Right,3,58,58,42,63,58,63,60,52,60,60,61,64,62,48,64,55,37,60,41,56,45,20,57,62,57,50,36,33,35,12,15,13,15.0,11.0
Ryan Anthony Johnson,188,85,Defensor,60,Left,2,31,21,60,50,20,53,35,22,45,43,66,71,61,55,57,27,74,67,75,25,64,58,35,47,31,55,58,60,59,10,7,10,10.0,13.0
Felix Ruschke,185,75,Defensor,60,Left,3,51,31,60,52,27,59,28,32,48,55,70,71,60,60,62,40,71,65,70,26,57,55,41,34,34,43,56,60,61,7,5,9,15.0,9.0
Marcos Peña Ocaña,165,60,Mediocampista,60,Right,3,52,52,32,65,49,59,59,58,60,62,71,59,82,60,86,49,39,49,39,60,56,54,54,62,50,61,54,58,51,14,5,8,12.0,11.0
Guido Naballoz,182,81,Defensor,60,Left,3,50,41,61,62,46,60,51,52,61,55,55,55,55,60,59,44,63,70,60,42,60,65,50,49,53,65,61,61,55,7,10,13,9.0,15.0
Albin Zackarias Lohikangas,180,75,Defensor,60,Left,2,54,34,46,56,31,56,38,32,44,60,69,68,66,55,66,38,56,67,57,34,57,54,52,38,34,40,56,55,55,6,8,7,12.0,5.0
Giacomo Satalino,188,75,Arquero,60,Right,2,14,6,11,28,9,7,13,11,22,17,24,16,28,58,32,41,46,19,51,5,25,13,8,21,18,41,9,10,10,57,58,54,59.0,62.0
Adnan Marić,181,76,Mediocampista,60,Right,2,44,48,48,64,41,62,53,41,63,63,73,71,60,58,64,57,68,66,73,46,58,48,58,58,45,59,38,50,49,15,12,15,11.0,10.0
Ibrahim Al Shuayl,169,73,Defensor,60,Left,3,63,25,44,59,29,58,60,61,57,55,70,67,68,48,71,66,53,56,58,58,44,55,55,49,44,45,56,58,58,13,6,12,10.0,7.0
